"Year","Source","Target","Type","export_val","import_val"
2017,"hun","blr","directed",130147972.7,72612335.98
2017,"idn","blr","directed",23391321.92,172720458.5
2017,"ind","blr","directed",119395707.6,282316302.3
2017,"irl","blr","directed",31432956.18,11523545.1
2017,"irn","blr","directed",7043386.37,47593900
2017,"irq","blr","directed",0,2608300
2017,"isl","blr","directed",40103807.59,5699575.98
2017,"isr","blr","directed",59552086.45,75995561.96
2017,"ita","blr","directed",578501873.6,105395886.6
2017,"jam","blr","directed",408027.02,0
2017,"jor","blr","directed",118549.93,9586311.18
2017,"jpn","blr","directed",115198465.8,18760042.78
2017,"kaz","blr","directed",121519922.9,585359364.6
2017,"ken","blr","directed",17170345.81,2861324.4
2017,"kgz","blr","directed",7607646.38,126659234.6
2017,"khm","blr","directed",2601844.68,299000
2017,"kna","blr","directed",5360.29,0
2017,"kor","blr","directed",108982228.8,43756843.04
2017,"kwt","blr","directed",483754.08,5542155.86
2017,"lao","blr","directed",8200,0
2017,"lbn","blr","directed",88182953.35,11000417.46
2017,"lbr","blr","directed",1248895.14,218400
2017,"lby","blr","directed",0,616500
2017,"lka","blr","directed",6417901.86,28525340.64
2017,"ltu","blr","directed",662650733.6,849436054.5
2017,"lva","blr","directed",164072634.9,350012527.2
2017,"mac","blr","directed",0,23100
2017,"mar","blr","directed",28076704.93,57419400
2017,"mda","blr","directed",114049004,132671831.1
2017,"mdg","blr","directed",21797196.5,1542566.32
2017,"mdv","blr","directed",0,1800
2017,"mex","blr","directed",27675741.13,4673302.06
2017,"mkd","blr","directed",31281728.47,2016163.31
2017,"mli","blr","directed",9583975.79,17417570.11
2017,"mlt","blr","directed",969678.97,64200
2017,"mmr","blr","directed",748953.33,7704041.76
2017,"mne","blr","directed",622192.8,470190.3
2017,"mng","blr","directed",141035.56,14771254.27
2017,"moz","blr","directed",0,277329.53
2017,"mrt","blr","directed",3895590.85,4249100
2017,"mus","blr","directed",1526792.29,971099.12
2017,"mwi","blr","directed",0,184900
2017,"mys","blr","directed",52127326.91,129202018
2017,"ner","blr","directed",12475.49,13400
2017,"nga","blr","directed",4861520.1,26809146.88
2017,"nic","blr","directed",15793.89,6741231.79
2017,"nld","blr","directed",323108538.5,1112582014
2017,"nor","blr","directed",162420928.2,130070313.6
2017,"npl","blr","directed",2312141.24,1144798.42
2017,"nru","blr","directed",2000,0
2017,"nzl","blr","directed",2923255.45,22079403.86
2017,"omn","blr","directed",453788.18,3519834.05
2017,"pak","blr","directed",10296792.12,64138800
2017,"pan","blr","directed",3755162.41,2226100
2017,"per","blr","directed",5013903.68,9181523.17
2017,"phl","blr","directed",14238206.07,11189663.39
2017,"png","blr","directed",2462.84,655600
2017,"pol","blr","directed",1423955343,1102288799
2017,"prk","blr","directed",213573.21,0
2017,"prt","blr","directed",24596821.15,8111553.95
2017,"pry","blr","directed",223129.96,6175864.32
2017,"pse","blr","directed",6540400,0
2017,"qat","blr","directed",4453767.37,1523600
2017,"rou","blr","directed",52481186.99,100847099.3
2017,"rus","blr","directed",18312259224,12528327316
2017,"rwa","blr","directed",1777.84,0
2017,"sau","blr","directed",56964858.82,5026800
2017,"sdn","blr","directed",11566042.11,5477444.8
2017,"sen","blr","directed",145255.7,11610632.43
2017,"sgp","blr","directed",17983205.89,21335396.79
2017,"shn","blr","directed",3400,0
2017,"sle","blr","directed",28764.63,1350375.37
2017,"slv","blr","directed",53412.14,20909.22
2017,"smr","blr","directed",3446315.65,1900
2017,"srb","blr","directed",60450401.63,153278343.2
2017,"ssd","blr","directed",25700,41000
2017,"sur","blr","directed",1349089.9,171200
2017,"svk","blr","directed",104231398.1,58158154.37
2017,"svn","blr","directed",63737107.21,13484226.57
2017,"swe","blr","directed",102230343.3,33700423.78
2017,"syc","blr","directed",72554.49,116800
2017,"syr","blr","directed",7113569.81,6267100
2017,"tcd","blr","directed",0,62600
2017,"tgo","blr","directed",0,5501000.28
2017,"tha","blr","directed",36678063.13,50458800
2017,"tjk","blr","directed",3333632.76,34337100
2017,"tkl","blr","directed",3418.52,0
2017,"tkm","blr","directed",3656083.31,58170600
2017,"tto","blr","directed",118019.79,41900
2017,"tun","blr","directed",2431334.35,3039539.09
2017,"tur","blr","directed",693085427.8,147218914.6
2017,"tza","blr","directed",41587944.36,1435089.42
2017,"uga","blr","directed",282809.71,795362.57
2017,"ukr","blr","directed",1161859763,3377562473
2017,"ury","blr","directed",1943489.71,22102803.43
2017,"usa","blr","directed",317413493.3,246575639.1
2017,"uzb","blr","directed",33694365.56,71090500
2017,"ven","blr","directed",219800,10028400
2017,"vgb","blr","directed",0,556000
2017,"vnm","blr","directed",58185019.06,75279900
2017,"wsm","blr","directed",0,84621.14
2017,"yem","blr","directed",66463636.95,224500
2017,"zaf","blr","directed",6436844.85,11523985.37
2017,"zmb","blr","directed",12588647.18,387669.62
2017,"zwe","blr","directed",56848.66,18960000
2017,"abw","blz","directed",0,1759
2017,"aia","blz","directed",3511,0
2017,"are","blz","directed",3434649.4,102787
2017,"arg","blz","directed",911624.98,0
2017,"arm","blz","directed",19404,0
2017,"atg","blz","directed",233924.72,142599.4
2017,"aus","blz","directed",213308.46,1180114.01
2017,"aut","blz","directed",3408529.75,362361.34
2017,"aze","blz","directed",1425360,0
2017,"bgd","blz","directed",181043.96,0
2017,"bgr","blz","directed",1088026.96,325765.15
2017,"bhs","blz","directed",95980.4,27809
2017,"blr","blz","directed",415800,3026.54
2017,"bol","blz","directed",16253.06,0
2017,"bra","blz","directed",7817080.68,342114.25
2017,"brb","blz","directed",1013763.9,13117477
2017,"can","blz","directed",14493236.08,1438506.21
2017,"che","blz","directed",8047258.8,3577534.21
2017,"chl","blz","directed",2343434.77,53091.88
2017,"chn","blz","directed",108410380,2282222.86
2017,"cmr","blz","directed",0,131194.44
2017,"col","blz","directed",2313062.86,154068.54
2017,"cri","blz","directed",11009908.44,6454
2017,"cub","blz","directed",35690,0
2017,"cuw","blz","directed",70103548.98,3879
2017,"cym","blz","directed",1329.2,45492
2017,"cyp","blz","directed",57523867,736387
2017,"cze","blz","directed",1280218.3,346308.28
2017,"deu","blz","directed",6856569.43,6662376.28
2017,"dma","blz","directed",333136.75,125824
2017,"dnk","blz","directed",4644605.71,36414.95
2017,"dom","blz","directed",3202675.74,383999.26
2017,"dza","blz","directed",48706,162486
2017,"ecu","blz","directed",439533.1,5440
2017,"egy","blz","directed",0,892192.95
2017,"esp","blz","directed",18408147.98,19321336.91
2017,"est","blz","directed",29315,35979.6
2017,"fin","blz","directed",830371.18,137906.43
2017,"fji","blz","directed",0,3713.08
2017,"fra","blz","directed",2119171.65,9843573.03
2017,"gab","blz","directed",0,1572
2017,"gbr","blz","directed",25074910.24,69559564.31
2017,"geo","blz","directed",0,69561
2017,"gha","blz","directed",0,6613
2017,"gib","blz","directed",5406,0
2017,"grc","blz","directed",9250821.97,474118.2
2017,"grd","blz","directed",1020351.14,128693
2017,"grl","blz","directed",9978.57,0
2017,"gtm","blz","directed",57613545.06,6558025
2017,"guy","blz","directed",1801258.03,2385068.38
2017,"hkg","blz","directed",20257854.02,1075086.47
2017,"hnd","blz","directed",21660882.5,8416878
2017,"hti","blz","directed",0,594491
2017,"hun","blz","directed",64962,220435.03
2017,"idn","blz","directed",750191.05,3426311.54
2017,"ind","blz","directed",16238971.79,1781777.51
2017,"irl","blz","directed",767867.45,13171841.69
2017,"isr","blz","directed",456279.67,1209903.95
2017,"ita","blz","directed",10638887.48,26414363.27
2017,"jam","blz","directed",6493196.06,15288840.91
2017,"jpn","blz","directed",7233880.12,7214309.69
2017,"kaz","blz","directed",0,1141.16
2017,"ken","blz","directed",0,157293
2017,"kna","blz","directed",418950.71,124410.44
2017,"kor","blz","directed",8992367.35,1188473.11
2017,"lao","blz","directed",96421.7,0
2017,"lbn","blz","directed",41744,63239
2017,"lca","blz","directed",1196327.11,280315
2017,"lka","blz","directed",248891.85,237372.19
2017,"ltu","blz","directed",111209,19545
2017,"lva","blz","directed",147382.41,4142
2017,"mar","blz","directed",52861.47,0
2017,"mdg","blz","directed",2332.26,0
2017,"mex","blz","directed",102122550.4,2411116.15
2017,"mkd","blz","directed",27558,60081
2017,"mlt","blz","directed",92930.02,0
2017,"mmr","blz","directed",41453,4834127.89
2017,"mne","blz","directed",0,4881
2017,"moz","blz","directed",0,192303
2017,"msr","blz","directed",2164.9,0
2017,"mus","blz","directed",0,884679.16
2017,"mys","blz","directed",3598193.55,22023
2017,"nga","blz","directed",0,4188
2017,"nic","blz","directed",407434.55,185427
2017,"nld","blz","directed",7520189.16,9737094.1
2017,"nor","blz","directed",511037.2,643748.19
2017,"nzl","blz","directed",438353.55,443429.93
2017,"pak","blz","directed",60199,0
2017,"pan","blz","directed",29732957.93,3786526
2017,"per","blz","directed",555010.66,49519
2017,"phl","blz","directed",1687005.43,600084
2017,"plw","blz","directed",1024.13,0
2017,"pol","blz","directed",2241479.91,2255921.78
2017,"prk","blz","directed",4492,0
2017,"prt","blz","directed",606187.13,13571828.35
2017,"pry","blz","directed",260306.11,0
2017,"rou","blz","directed",45705,4645345.33
2017,"rus","blz","directed",1027651.66,3653
2017,"sau","blz","directed",0,54236
2017,"sdn","blz","directed",0,891954.1
2017,"sgp","blz","directed",1811559.18,1077902.59
2017,"sle","blz","directed",0,65660.15
2017,"slv","blz","directed",20166842.52,5419598.49
2017,"smr","blz","directed",0,17325
2017,"srb","blz","directed",79628.08,104080.68
2017,"sur","blz","directed",9850,396480.98
2017,"svk","blz","directed",0,94707.66
2017,"svn","blz","directed",4154,101514.74
2017,"swe","blz","directed",1109160.32,58054
2017,"syc","blz","directed",0,4678
2017,"tha","blz","directed",2380040.54,990878
2017,"ton","blz","directed",2208,0
2017,"tto","blz","directed",10949037.96,7533508
2017,"tun","blz","directed",0,26433
2017,"tur","blz","directed",1902932.52,1119486.88
2017,"tza","blz","directed",0,12695.2
2017,"uga","blz","directed",0,1051
2017,"ukr","blz","directed",9608842.28,833666.89
2017,"ury","blz","directed",886148.36,19146
2017,"usa","blz","directed",322485623.1,79006730.88
2017,"vct","blz","directed",791539.37,380096.64
2017,"ven","blz","directed",0,814118
2017,"vgb","blz","directed",0,4253290
2017,"vnm","blz","directed",3182169.89,1066065
2017,"zaf","blz","directed",5031286.32,287132
2017,"zmb","blz","directed",0,3887.97
2017,"zwe","blz","directed",1397,0
2017,"aia","bmu","directed",2100,0
2017,"alb","bmu","directed",6974,0
2017,"are","bmu","directed",36894.51,0
2017,"arg","bmu","directed",364027.23,0
2017,"atg","bmu","directed",9353396,0
2017,"aus","bmu","directed",976586.84,169389.66
2017,"aut","bmu","directed",1569979.71,195777.32
2017,"aze","bmu","directed",9883,0
2017,"bgd","bmu","directed",646330,0
2017,"bgr","bmu","directed",76158,0
2017,"bhs","bmu","directed",17150428.51,0
2017,"bih","bmu","directed",19121,0
2017,"blr","bmu","directed",0,1300
2017,"bra","bmu","directed",1753611.17,220130.52
2017,"brb","bmu","directed",2076747.85,0
2017,"can","bmu","directed",59269309.75,533370.7
2017,"che","bmu","directed",7485181.25,83265.98
2017,"chl","bmu","directed",360305.34,192501.29
2017,"chn","bmu","directed",17966652.9,10725
2017,"cmr","bmu","directed",0,88805
2017,"col","bmu","directed",370783.78,1542
2017,"com","bmu","directed",1016,0
2017,"cri","bmu","directed",436747.97,0
2017,"cub","bmu","directed",116879,0
2017,"cuw","bmu","directed",10788441.72,0
2017,"cym","bmu","directed",423425.01,0
2017,"cze","bmu","directed",190805.15,19842.18
2017,"deu","bmu","directed",22528505.57,7964901.06
2017,"dma","bmu","directed",7626,0
2017,"dnk","bmu","directed",2356357.94,30667
2017,"dom","bmu","directed",325543.18,3194
2017,"ecu","bmu","directed",15834.71,11252.28
2017,"egy","bmu","directed",35533.94,0
2017,"esp","bmu","directed",2975164.26,60885.75
2017,"fin","bmu","directed",819640.29,56786
2017,"fji","bmu","directed",30373.86,0
2017,"fra","bmu","directed",12201271.12,610754.53
2017,"gbr","bmu","directed",83133369.15,2336342.12
2017,"geo","bmu","directed",1296,0
2017,"gha","bmu","directed",3877.75,0
2017,"grc","bmu","directed",9347091.09,0
2017,"gtm","bmu","directed",50509.95,0
2017,"guy","bmu","directed",465029.85,86925.82
2017,"hkg","bmu","directed",5410303.36,0
2017,"hnd","bmu","directed",75745.24,0
2017,"hrv","bmu","directed",8256,0
2017,"hun","bmu","directed",1251425.33,84895.15
2017,"idn","bmu","directed",1979486.95,23957.14
2017,"ind","bmu","directed",4167860.47,13476
2017,"irl","bmu","directed",2743038.11,48669
2017,"isl","bmu","directed",745248.07,3161
2017,"isr","bmu","directed",376563.19,483558.39
2017,"ita","bmu","directed",12766764.45,313744.62
2017,"jam","bmu","directed",3220517.47,885871.52
2017,"jor","bmu","directed",7288,0
2017,"jpn","bmu","directed",10492278.67,545599.99
2017,"kaz","bmu","directed",0,1169
2017,"ken","bmu","directed",1354836,49449.35
2017,"khm","bmu","directed",134339,0
2017,"kna","bmu","directed",0,60536.8
2017,"kor","bmu","directed",851174956.9,1543
2017,"lca","bmu","directed",27441,0
2017,"lka","bmu","directed",236384.5,0
2017,"ltu","bmu","directed",8139,0
2017,"lva","bmu","directed",97872.09,0
2017,"mar","bmu","directed",16534,0
2017,"mda","bmu","directed",6914,0
2017,"mdg","bmu","directed",34508,0
2017,"mex","bmu","directed",6402063.98,17587.38
2017,"mkd","bmu","directed",16300,0
2017,"mmr","bmu","directed",35289,39717.39
2017,"mus","bmu","directed",1007,0
2017,"mys","bmu","directed",742895.83,1591
2017,"ner","bmu","directed",5490.96,0
2017,"nic","bmu","directed",33734.57,0
2017,"nld","bmu","directed",6808663.35,2058455.96
2017,"nor","bmu","directed",1337132.83,466627
2017,"npl","bmu","directed",14445.89,0
2017,"nzl","bmu","directed",6522884.86,67923
2017,"pak","bmu","directed",137385.96,0
2017,"pan","bmu","directed",2317468.39,0
2017,"per","bmu","directed",59503.98,0
2017,"phl","bmu","directed",62779.71,0
2017,"pol","bmu","directed",1608144.04,8099
2017,"prk","bmu","directed",190820.47,0
2017,"prt","bmu","directed",1329838.33,3876
2017,"pry","bmu","directed",4614801,6602.99
2017,"pse","bmu","directed",15583,0
2017,"qat","bmu","directed",4947,0
2017,"rou","bmu","directed",111546.59,0
2017,"rus","bmu","directed",4002775,186215.94
2017,"sgp","bmu","directed",210282.61,5141
2017,"sle","bmu","directed",0,2581
2017,"slv","bmu","directed",7741,0
2017,"srb","bmu","directed",0,2247
2017,"svk","bmu","directed",5640,5958
2017,"svn","bmu","directed",167842,22794.74
2017,"swe","bmu","directed",1528645.48,601971.42
2017,"syc","bmu","directed",0,3793
2017,"syr","bmu","directed",10920.76,0
2017,"tha","bmu","directed",2831241.67,0
2017,"tto","bmu","directed",2346258.4,0
2017,"tun","bmu","directed",81891,0
2017,"tur","bmu","directed",1086417.19,21915.66
2017,"tza","bmu","directed",0,1428340.07
2017,"ukr","bmu","directed",33146.97,24528
2017,"ury","bmu","directed",5595.86,0
2017,"usa","bmu","directed",578104901.7,9288696.83
2017,"ven","bmu","directed",6359,0
2017,"vgb","bmu","directed",34343.91,0
2017,"vnm","bmu","directed",1853245.24,0
2017,"zaf","bmu","directed",1828397.34,245416.02
2017,"zmb","bmu","directed",0,1171134.56
2017,"afg","bol","directed",128764.52,319105
2017,"alb","bol","directed",41445.24,0
2017,"are","bol","directed",6841907.64,365654512
2017,"arg","bol","directed",629897226.9,1234725198
2017,"arm","bol","directed",4467.11,6152
2017,"asm","bol","directed",11934,0
2017,"aus","bol","directed",6105388.55,146228758.4
2017,"aut","bol","directed",111999252.7,12229493.54
2017,"aze","bol","directed",4435,10203
2017,"ben","bol","directed",1951,0
2017,"bfa","bol","directed",4170,0
2017,"bgd","bol","directed",2256407.13,76320
2017,"bgr","bol","directed",1717760.84,144223.83
2017,"bhr","bol","directed",0,79752
2017,"bhs","bol","directed",21695,105867
2017,"bih","bol","directed",36060,429253.07
2017,"blm","bol","directed",1088,0
2017,"blr","bol","directed",46283.85,406421.58
2017,"blz","bol","directed",0,16253.06
2017,"bra","bol","directed",1518192403,1434480152
2017,"brn","bol","directed",0,1617.56
2017,"can","bol","directed",68339600.61,174223608.9
2017,"che","bol","directed",80970539.95,22102125.02
2017,"chl","bol","directed",1003526017,107734663.1
2017,"chn","bol","directed",1926537253,416009359.2
2017,"cmr","bol","directed",38596.28,184649.34
2017,"cog","bol","directed",10843,0
2017,"cok","bol","directed",12181,0
2017,"col","bol","directed",192602761.4,372827768.8
2017,"cpv","bol","directed",1149,0
2017,"cri","bol","directed",1412311.74,1591153
2017,"cub","bol","directed",2034544.45,935535
2017,"cxr","bol","directed",3738,0
2017,"cyp","bol","directed",144322.14,0
2017,"cze","bol","directed",18732806.48,2185552.86
2017,"deu","bol","directed",219004379.6,95674677.57
2017,"dnk","bol","directed",21172965.25,9686193.32
2017,"dom","bol","directed",1022692.62,2328300.97
2017,"dza","bol","directed",3160.51,31558
2017,"ecu","bol","directed",45970901.51,93906633.98
2017,"egy","bol","directed",2217825.78,673510.74
2017,"esp","bol","directed",172713555,139724416.5
2017,"est","bol","directed",2334352.3,131469.3
2017,"fin","bol","directed",7836286.62,31828858.97
2017,"fra","bol","directed",103967406.8,75689445.52
2017,"gbr","bol","directed",52802851.34,50083163.17
2017,"geo","bol","directed",14104,0
2017,"gha","bol","directed",0,68197
2017,"gib","bol","directed",215110.27,0
2017,"grc","bol","directed",1726878.21,409682.64
2017,"grl","bol","directed",0,1450
2017,"gtm","bol","directed",1681475.5,1095040
2017,"guy","bol","directed",0,18400
2017,"hkg","bol","directed",12518545.91,13397423.93
2017,"hnd","bol","directed",370194.06,272791.29
2017,"hrv","bol","directed",84478,169089
2017,"hti","bol","directed",21156.27,0
2017,"hun","bol","directed",29730192.49,6440.23
2017,"idn","bol","directed",37230140.5,244665.7
2017,"ind","bol","directed",141227782.3,550985006
2017,"irl","bol","directed",4012015.48,1164040.03
2017,"irn","bol","directed",422457.45,0
2017,"isl","bol","directed",51115,104959.71
2017,"isr","bol","directed",4610520.2,2516373.39
2017,"ita","bol","directed",158755509.9,45747947.55
2017,"jam","bol","directed",0,8876
2017,"jor","bol","directed",608220.84,91820
2017,"jpn","bol","directed",325053737.9,558761277.8
2017,"kaz","bol","directed",112873.15,63966
2017,"ken","bol","directed",2008264,0
2017,"khm","bol","directed",2059225,0
2017,"kna","bol","directed",0,12258
2017,"kor","bol","directed",97425853.26,600797161.2
2017,"kwt","bol","directed",37370,334818.73
2017,"lao","bol","directed",3411,0
2017,"lbn","bol","directed",3978,244567.28
2017,"lka","bol","directed",3896276.71,0
2017,"ltu","bol","directed",1168017.84,777877.78
2017,"lva","bol","directed",1169354.48,9513.46
2017,"mac","bol","directed",5420,10000
2017,"mar","bol","directed",286546.57,164390
2017,"mda","bol","directed",3321,19647.47
2017,"mdg","bol","directed",57363,1968.35
2017,"mex","bol","directed",271749759,16474420.48
2017,"mkd","bol","directed",19993.68,90945.17
2017,"mli","bol","directed",37715,0
2017,"mlt","bol","directed",64999,0
2017,"mmr","bol","directed",208170,2903862.91
2017,"mne","bol","directed",11803.84,38019.93
2017,"mng","bol","directed",0,5857
2017,"mus","bol","directed",61808.23,132147.55
2017,"mys","bol","directed",23514866.69,5081574.42
2017,"ncl","bol","directed",0,54290
2017,"ner","bol","directed",1140.41,0
2017,"nga","bol","directed",0,16551
2017,"nic","bol","directed",1217790.97,465100.73
2017,"niu","bol","directed",8971.56,0
2017,"nld","bol","directed",49097053.61,163637281.9
2017,"nor","bol","directed",6273350.13,1717101.94
2017,"npl","bol","directed",6879,0
2017,"nru","bol","directed",2561,0
2017,"nzl","bol","directed",2325271.1,5544028.17
2017,"omn","bol","directed",1006912.81,12777.98
2017,"pak","bol","directed",2377106.47,0
2017,"pan","bol","directed",3778021.57,7237444
2017,"per","bol","directed",630847372.4,308908822.8
2017,"phl","bol","directed",4936815.27,481359.87
2017,"plw","bol","directed",1232.11,0
2017,"pol","bol","directed",9824569.74,10556580.24
2017,"prk","bol","directed",778533.81,263585
2017,"prt","bol","directed",9744509.95,1733769.98
2017,"pry","bol","directed",48541232.6,51958070.28
2017,"pse","bol","directed",21509,0
2017,"pyf","bol","directed",1031,0
2017,"qat","bol","directed",8238,0
2017,"rou","bol","directed",5432049.31,106034.7
2017,"rus","bol","directed",22480020.95,10374268.84
2017,"sau","bol","directed",1619795.27,57888
2017,"sdn","bol","directed",0,147900.53
2017,"sen","bol","directed",3548,0
2017,"sgp","bol","directed",25426240.23,16676801.29
2017,"slv","bol","directed",982481.61,1749063.39
2017,"smr","bol","directed",57790,0
2017,"srb","bol","directed",503105.02,466213.59
2017,"sur","bol","directed",33580,65380.44
2017,"svk","bol","directed",3642707.61,1509514.58
2017,"svn","bol","directed",554824.12,518615.23
2017,"swe","bol","directed",147076442.3,1865648.24
2017,"syc","bol","directed",1052,0
2017,"syr","bol","directed",75393.4,0
2017,"tcd","bol","directed",1136,0
2017,"tha","bol","directed",91451106.73,1903767
2017,"tkl","bol","directed",39441.51,0
2017,"tto","bol","directed",20946.53,0
2017,"tun","bol","directed",940214.96,0
2017,"tur","bol","directed",30032621.48,70200744.28
2017,"tza","bol","directed",64286,0
2017,"ukr","bol","directed",1778387.18,413351.88
2017,"ury","bol","directed",41487011.3,10442441.25
2017,"usa","bol","directed",722630770.6,548616964.1
2017,"uzb","bol","directed",3380,0
2017,"vct","bol","directed",0,12262
2017,"ven","bol","directed",5760468.96,865473
2017,"vnm","bol","directed",30888390.15,2047760
2017,"zaf","bol","directed",11751363.2,816265.7
2017,"zmb","bol","directed",0,1084
2017,"abw","bra","directed",0,50478336.81
2017,"afg","bra","directed",215406.53,9274055
2017,"ago","bra","directed",247796347.1,669582480
2017,"aia","bra","directed",89245.07,787473
2017,"alb","bra","directed",1136999.4,28730367.78
2017,"and","bra","directed",29321.75,100293
2017,"are","bra","directed",171485909.7,2460939116
2017,"arg","bra","directed",9316283371,17729985330
2017,"arm","bra","directed",138146,56966337.92
2017,"asm","bra","directed",0,165034
2017,"atg","bra","directed",32003,9006393.55
2017,"aus","bra","directed",1346965200,510409717.5
2017,"aut","bra","directed",887939680.9,293749196.2
2017,"aze","bra","directed",159866.8,145179669.2
2017,"bdi","bra","directed",0,440987.63
2017,"ben","bra","directed",11941,130765729
2017,"bfa","bra","directed",47615,9881272
2017,"bgd","bra","directed",149110480.8,1600070207
2017,"bgr","bra","directed",46153135.71,116578687.8
2017,"bhr","bra","directed",87839368.67,339376784
2017,"bhs","bra","directed",5055849.05,255587564
2017,"bih","bra","directed",3561109.55,104456188.6
2017,"blm","bra","directed",0,455550
2017,"blr","bra","directed",440892316.5,61557620.48
2017,"blz","bra","directed",342114.25,7817080.68
2017,"bmu","bra","directed",220130.52,1753611.17
2017,"bol","bra","directed",1434480152,1518192403
2017,"brb","bra","directed",307243.7,11991356
2017,"brn","bra","directed",153542.6,1117182.78
2017,"btn","bra","directed",248703.71,93850
2017,"caf","bra","directed",8836,1012838
2017,"can","bra","directed",1433248862,2376884203
2017,"cck","bra","directed",19288,82200
2017,"che","bra","directed",1992448233,1363350536
2017,"chl","bra","directed",3441149510,5262776544
2017,"chn","bra","directed",27242015422,47768963862
2017,"cmr","bra","directed",1305662.33,95511462.9
2017,"cog","bra","directed",9392150.62,22293026.2
2017,"cok","bra","directed",1331,0
2017,"col","bra","directed",1367952724,2470287516
2017,"com","bra","directed",0,2649481
2017,"cpv","bra","directed",92298,24347828.91
2017,"cri","bra","directed",51582606.91,276839021
2017,"cub","bra","directed",15248542.75,345819906
2017,"cuw","bra","directed",40207204.85,52154145
2017,"cym","bra","directed",1925704.9,241555589
2017,"cyp","bra","directed",8147190.81,55304183.39
2017,"cze","bra","directed",445632014.8,206695797.1
2017,"deu","bra","directed",9258154806,5795842121
2017,"dji","bra","directed",6848,62184031
2017,"dma","bra","directed",2765,3150704
2017,"dnk","bra","directed",375392395.9,327026432.6
2017,"dom","bra","directed",14315862.99,621601599.8
2017,"dza","bra","directed",2188402025,1220352719
2017,"ecu","bra","directed",151543261.2,862001026.3
2017,"egy","bra","directed",115654844.7,2741738429
2017,"eri","bra","directed",0,15357614
2017,"esp","bra","directed",2742554361,4008421049
2017,"est","bra","directed",40364872.08,112985092.6
2017,"eth","bra","directed",320956.17,23593715
2017,"fin","bra","directed",520642527.1,566702951.2
2017,"fji","bra","directed",116052.09,1811503.56
2017,"flk","bra","directed",12689,0
2017,"fra","bra","directed",3672762584,2681168044
2017,"fsm","bra","directed",1480,67586
2017,"gab","bra","directed",8304,26345095
2017,"gbr","bra","directed",2373035889,2985290364
2017,"geo","bra","directed",630453,98421047.69
2017,"gha","bra","directed",184023920.6,231089485.3
2017,"gib","bra","directed",16163,266318
2017,"gin","bra","directed",9404001.75,55933126
2017,"gmb","bra","directed",1236,90628629
2017,"gnb","bra","directed",0,3721794
2017,"gnq","bra","directed",66687069.03,11672959
2017,"grc","bra","directed",32502999.8,110859628.5
2017,"grd","bra","directed",16067,8414042
2017,"gtm","bra","directed",30304897.04,266439577
2017,"gum","bra","directed",0,308232
2017,"guy","bra","directed",6084562.09,39769077.93
2017,"hkg","bra","directed",823002240.8,2668974820
2017,"hnd","bra","directed",16096150.62,128915061.7
2017,"hrv","bra","directed",11192815.4,26830122.24
2017,"hti","bra","directed",397088.63,67873753
2017,"hun","bra","directed",330203677.2,272896045
2017,"idn","bra","directed",1352747686,1842746275
2017,"ind","bra","directed",2917513069,4866326914
2017,"irl","bra","directed",500274790.4,352576872.3
2017,"irn","bra","directed",37756810,2559539252
2017,"irq","bra","directed",115595786.1,810641828
2017,"isl","bra","directed",15435056.87,236887591.3
2017,"isr","bra","directed",779787923.2,405949728.6
2017,"ita","bra","directed",4046654409,3649854505
2017,"jam","bra","directed",671949.38,109762297.6
2017,"jor","bra","directed",51421754.19,256795399.9
2017,"jpn","bra","directed",3412348157,5570909908
2017,"kaz","bra","directed",48617176.46,98069169.03
2017,"ken","bra","directed",3498695.81,194488974.4
2017,"kgz","bra","directed",73285.8,1145932.69
2017,"khm","bra","directed",30685560.21,6210967
2017,"kir","bra","directed",0,67264
2017,"kna","bra","directed",698055,4474670.61
2017,"kor","bra","directed",5269809290,3205029641
2017,"kwt","bra","directed",138551257.6,250890557
2017,"lao","bra","directed",799292.27,1559926
2017,"lbn","bra","directed",15809822.17,266774164.5
2017,"lbr","bra","directed",2384510.36,24006001
2017,"lby","bra","directed",37090906.55,160883146
2017,"lca","bra","directed",24693.22,446853890
2017,"lka","bra","directed",59542674.28,96532711.59
2017,"ltu","bra","directed",30419746.71,46851286.77
2017,"lva","bra","directed",8872495.07,14848297.88
2017,"mac","bra","directed",2475847.69,2259498
2017,"maf","bra","directed",0,1064792
2017,"mar","bra","directed",766065932.8,612210923
2017,"mda","bra","directed",2569514,7518529.92
2017,"mdg","bra","directed",1643110.95,63751681.77
2017,"mdv","bra","directed",0,15214848
2017,"mex","bra","directed",3997942013,4661495055
2017,"mhl","bra","directed",47890.52,16996
2017,"mkd","bra","directed",3755240.74,41996920.26
2017,"mli","bra","directed",9613,67720980.14
2017,"mlt","bra","directed",4210536.11,11896961
2017,"mmr","bra","directed",9775822.24,208632776.6
2017,"mne","bra","directed",208669,15601179.23
2017,"mng","bra","directed",84115.88,6983597.91
2017,"mnp","bra","directed",1141,0
2017,"moz","bra","directed",120877883.2,33363707.11
2017,"mrt","bra","directed",351406,106997108.7
2017,"msr","bra","directed",2258,133396
2017,"mus","bra","directed",948341.54,70361398.82
2017,"mwi","bra","directed",1280455.42,616539
2017,"mys","bra","directed",886197686.3,2606793402
2017,"ncl","bra","directed",748517,7108855
2017,"ner","bra","directed",30254.73,788992
2017,"nfk","bra","directed",2160,0
2017,"nga","bra","directed",772735850.2,751085941.2
